Issue_Education,Issue_Environment,Issue_Financial,Issue_Foreign_Affairs,Issue_Healthcare,Issue_Military,Issue_Other,Issue_Social,Avg_environmental_importance,Avg_government_satisfaction,Avg_education_importance,Avg_monthly_expense_on_pets_or_plants,Avg_Residancy_Altitude,Yearly_ExpensesK,Weighted_education_rank,Number_of_valued_Kneset_members,Vote
-0.46299861968520856,-0.4541542793830263,2.249204260088588,-0.21666956721576303,-0.45631627527509905,-0.20406670210564085,-0.21495585476973647,-0.46235321108788535,-0.7258553884819579,-0.47766422459621644,-0.5234193171178587,-0.4685593427281706,0.285796123743879,-1.665239496500167,-0.16397545384846038,-1.7782636078001963,Browns
-0.46299861968520856,-0.4541542793830263,-0.44460168324623994,-0.21666956721576303,-0.45631627527509905,-0.20406670210564085,-0.21495585476973647,2.162848610150384,-0.6701908323578072,-0.6744964667664652,-0.4812137666446715,-0.5535281848141971,-1.3362861776131703,1.0153435561785171,-0.1273007484717982,-1.7782636078001963,Browns
-0.46299861968520856,-0.4541542793830263,2.249204260088588,-0.21666956721576303,-0.45631627527509905,-0.20406670210564085,-0.21495585476973647,-0.46235321108788535,-0.04681700343823474,-0.19976931309934468,0.6163287766056086,-0.8723172922635849,-1.6407459462392013,1.5184806012708845,-0.6166197379327057,0.08943024415206495,Purples
-0.46299861968520856,-0.4541542793830263,2.249204260088588,-0.21666956721576303,-0.45631627527509905,-0.20406670210564085,-0.21495585476973647,-0.46235321108788535,-0.8814268367250031,-0.8330058693034628,-0.1289869493194431,-0.7981038872581859,0.5656105803982077,0.8524324497715118,0.05004794700530594,0.4629690145425172,Violets
-0.46299861968520856,-0.4541542793830263,-0.44460168324623994,-0.21666956721576303,2.191462488155021,-0.20406670210564085,-0.21495585476973647,-0.46235321108788535,-0.6426325982499301,0.27007181043973555,0.5311517180561518,-0.4802350653036896,-0.7290095105062964,1.417654520171427,-0.3545240800084834,1.2100465553234216,Greens
-0.46299861968520856,-0.4541542793830263,-0.44460168324623994,-0.21666956721576303,-0.45631627527509905,-0.20406670210564085,-0.21495585476973647,2.162848610150384,-1.4935903822537975,-1.6832454435392814,-1.9212098816023433,0.2179205973700302,0.7465432365807058,0.5534309678903615,1.6569108155670962,0.8365077849329694,Khakis
2.1598336528085054,-0.4541542793830263,-0.44460168324623994,-0.21666956721576303,-0.45631627527509905,-0.20406670210564085,-0.21495585476973647,-0.46235321108788535,-0.643425658421812,-0.8440137823205289,-0.005300477662242616,0.2833782290454526,0.26415633762238394,-1.6294785219230192,-0.12578313627942195,-0.2841085262383873,Whites
-0.46299861968520856,-0.4541542793830263,-0.44460168324623994,-0.21666956721576303,2.191462488155021,-0.20406670210564085,-0.21495585476973647,-0.46235321108788535,-0.5537770128243356,-0.33914946818385017,-0.37664214838755705,-0.689144909106619,-1.3576254111496444,1.0506078505532044,-0.417177402297823,-1.0311860670192918,Browns
-0.46299861968520856,2.2018949185252885,-0.44460168324623994,-0.21666956721576303,-0.45631627527509905,-0.20406670210564085,-0.21495585476973647,-0.46235321108788535,-0.6837943826738258,-0.7295073780240938,0.22146503406760695,1.0910597959443842,-1.5403613828422675,1.3525894136491168,-0.14183397027156402,-0.6576472966288395,Whites
2.1598336528085054,-0.4541542793830263,-0.44460168324623994,-0.21666956721576303,-0.45631627527509905,-0.20406670210564085,-0.21495585476973647,-0.46235321108788535,-1.8685995863974079,-0.6752157107234823,-2.230097513908478,-0.4306766198735717,0.3179552503411003,1.2616969365988668,1.748289847782873,1.9571240961043261,Khakis
-0.46299861968520856,-0.4541542793830263,-0.44460168324623994,-0.21666956721576303,-0.45631627527509905,-0.20406670210564085,-0.21495585476973647,2.162848610150384,-0.5476072476367201,-0.6079191367660787,0.17762714472126814,-0.4747687918871527,-0.08328245066161612,-1.0553162078788172,-0.322445168196785,-1.0311860670192918,Whites
2.1598336528085054,-0.4541542793830263,-0.44460168324623994,-0.21666956721576303,-0.45631627527509905,-0.20406670210564085,-0.21495585476973647,-0.46235321108788535,-0.14998627526377123,-0.11310085826692323,0.14989208709942034,-0.26487399432648795,-0.07426587311099347,-1.0702166139526286,-0.9018503584570787,1.2100465553234216,Purples
-0.46299861968520856,-0.4541542793830263,-0.44460168324623994,-0.21666956721576303,-0.45631627527509905,-0.20406670210564085,-0.21495585476973647,2.162848610150384,1.5415421286191018,1.6472338130869926,1.9836370090715159,-0.028379932917141016,0.5427685839366299,0.8901801451585007,1.3521392388944886,0.4629690145425172,Khakis
-0.46299861968520856,-0.4541542793830263,-0.44460168324623994,-0.21666956721576303,-0.45631627527509905,4.9003585086719434,-0.21495585476973647,-0.46235321108788535,-0.5897263873898743,0.42053271782291507,0.23509266997005795,-0.8606590709790405,0.0011728257292177367,-0.2015229398494198,-0.5080676626359482,-2.1518023781906486,Oranges
-0.46299861968520856,-0.4541542793830263,-0.44460168324623994,-0.21666956721576303,2.191462488155021,-0.20406670210564085,-0.21495585476973647,-0.46235321108788535,-1.7405017216525065,-1.4644999977720075,-1.831457974446964,-0.4254499754245984,0.9836792261620865,0.16155028814911976,1.659757345094233,0.4629690145425172,Khakis
-0.46299861968520856,-0.4541542793830263,-0.44460168324623994,-0.21666956721576303,2.191462488155021,-0.20406670210564085,-0.21495585476973647,-0.46235321108788535,2.2522089192052905,0.3977698274215524,0.0035926374948414574,-0.0986799444088358,1.414371080496838,-0.5501924419766082,1.243030761244751,0.4629690145425172,Khakis
-0.46299861968520856,-0.4541542793830263,2.249204260088588,-0.21666956721576303,-0.45631627527509905,-0.20406670210564085,-0.21495585476973647,-0.46235321108788535,0.023448586436186702,-0.323989636619054,0.10351394129024494,-0.8095544653492653,0.21005687231864698,-1.5400760854801505,-0.8784895704761714,-1.0311860670192918,Purples
2.1598336528085054,-0.4541542793830263,-0.44460168324623994,-0.21666956721576303,-0.45631627527509905,-0.20406670210564085,-0.21495585476973647,-0.46235321108788535,-0.06713815902555059,-0.4737884678218724,-0.09583009892986835,-1.0670511446181499,-0.7123390111100697,-0.015764544129236755,-0.7339063467034705,1.9571240961043261,Purples
-0.46299861968520856,2.2018949185252885,-0.44460168324623994,-0.21666956721576303,-0.45631627527509905,-0.20406670210564085,-0.21495585476973647,-0.46235321108788535,0.8559405538151736,0.6461696103661845,0.6891503448875864,-0.43975603770655414,1.1504859108486094,-0.11410722421639248,-0.33037961059518967,0.8365077849329694,Khakis
2.1598336528085054,-0.4541542793830263,-0.44460168324623994,-0.21666956721576303,-0.45631627527509905,-0.20406670210564085,-0.21495585476973647,-0.46235321108788535,1.201110798987041,0.8770826125945728,-0.19860693158812714,-0.35938138251729584,-1.147839706805153,0.7039250692358574,-0.18520077560387568,-0.6576472966288395,Pinks
-0.46299861968520856,-0.4541542793830263,-0.44460168324623994,-0.21666956721576303,-0.45631627527509905,-0.20406670210564085,4.652117994512003,-0.46235321108788535,-0.363559010307767,0.1447399666978918,0.8038645494118939,-0.5149492072419427,-1.1295059991188865,1.666987981806539,-0.37707471446749447,0.08943024415206495,Oranges
